,Gender,Age,City,Salary
931,0.0,22,2.0,20042
932,1.0,39,9.0,46443
933,1.0,24,9.0,20201
934,2.0,53,4.0,38013
935,1.0,61,3.0,31506
936,0.0,42,5.0,60458
937,1.0,36,2.0,56926
938,2.0,34,8.0,36274
939,2.0,64,3.0,34917
940,2.0,60,0.0,35864
941,1.0,56,1.0,58098
942,1.0,27,5.0,30579
943,1.0,39,5.0,63116
944,2.0,23,4.0,26870
945,0.0,55,0.0,37356
946,0.0,60,8.0,40544
947,2.0,27,2.0,34067
948,2.0,40,9.0,58639
949,2.0,37,2.0,68602
950,2.0,59,4.0,40483
951,0.0,62,5.0,38888
952,1.0,60,2.0,57066
953,1.0,43,6.0,47552
954,0.0,26,1.0,39364
955,1.0,56,9.0,42216
956,0.0,63,0.0,33912
957,1.0,23,6.0,28225
958,0.0,37,6.0,67063
959,1.0,53,6.0,59554
960,2.0,42,8.0,46725
961,2.0,59,9.0,35876
962,1.0,39,8.0,52313
963,0.0,26,8.0,43178
964,1.0,60,1.0,46900
965,1.0,62,6.0,31504
966,2.0,65,8.0,43137
967,0.0,61,1.0,32258
968,2.0,51,3.0,58737
969,1.0,23,1.0,27620
970,2.0,59,3.0,58378
971,0.0,60,7.0,39250
972,1.0,45,3.0,55180
973,1.0,50,3.0,40724
974,2.0,41,4.0,47830
975,0.0,19,8.0,29061
976,0.0,41,2.0,59966
977,0.0,37,7.0,45261
978,0.0,29,8.0,36044
979,0.0,31,3.0,33287
980,1.0,39,2.0,54554
981,1.0,49,1.0,63474
982,0.0,30,6.0,42853
983,0.0,32,9.0,34979
984,1.0,26,3.0,42117
985,1.0,27,5.0,40202
986,0.0,22,5.0,23974
987,0.0,36,6.0,60201
988,1.0,24,6.0,26033
989,2.0,50,3.0,49388
990,2.0,52,3.0,46166
991,2.0,65,1.0,55316
992,1.0,51,1.0,55424
993,1.0,20,4.0,23201
994,1.0,60,3.0,54001
995,2.0,39,3.0,62909
996,0.0,57,1.0,54919
997,1.0,26,0.0,43041
998,1.0,56,1.0,38032
999,1.0,42,0.0,49933
1000,1.0,34,3.0,37291
1001,2.0,19,3.0,46868
1002,2.0,46,1.0,30396
1003,2.0,53,9.0,72389
1004,1.0,33,8.0,54010
1005,0.0,47,2.0,33258
1006,0.0,30,9.0,64967
1007,1.0,61,2.0,27771
1008,1.0,23,9.0,38320
1009,2.0,34,9.0,22621
1010,0.0,30,5.0,53604
1011,2.0,20,3.0,36588
1012,1.0,45,2.0,69135
1013,0.0,64,3.0,52639
1014,1.0,49,6.0,29322
1015,1.0,19,3.0,18758
1016,2.0,40,9.0,37453
1017,2.0,31,8.0,29451
1018,0.0,35,3.0,54592
1019,0.0,46,8.0,52180
1020,1.0,27,5.0,29661
1021,1.0,57,7.0,34406
1022,1.0,49,5.0,18124
1023,0.0,48,0.0,53253
1024,2.0,35,8.0,51183
1025,0.0,42,4.0,24039
1026,1.0,26,6.0,36544
1027,0.0,30,8.0,63883
1028,0.0,59,1.0,59803
1029,1.0,52,8.0,72271
1030,1.0,49,3.0,35143
1031,0.0,40,5.0,23011
1032,0.0,35,5.0,50262
1033,0.0,29,9.0,24288
