Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,cluster,distance
0.0,8.0,1.0,8.0,3.0,0.0,4.0,3.0,3.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,433.61123439324774
1.0,17.0,2.0,0.0,618.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,19.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,181.700835149541
3.0,2.0,4.0,4.0,345.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,92.253511538701
3.0,17.0,4.0,4.0,538.0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,17.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,101.71578721115311
3.0,13.0,4.0,0.0,118.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,318.48315449822513
3.0,11.0,2.0,5.0,177.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,17.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,259.4407440463884
1.0,6.0,2.0,0.0,825.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,50.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0,390.19932220328013
3.0,23.0,2.0,0.0,85.0,2.0,4.0,3.0,2.0,0.0,3.0,1.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,351.56871199727817
3.0,2.0,2.0,3.0,550.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,114.2469362374358
0.0,13.0,2.0,3.0,132.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,304.4370746087104
1.0,7.0,2.0,3.0,292.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,145.36156180576845
3.0,17.0,2.0,3.0,676.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,239.83531000821463
1.0,17.0,4.0,9.0,357.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,79.87272126402503
0.0,11.0,0.0,0.0,97.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,14.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0,339.4664433553883
3.0,8.0,2.0,3.0,60.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,376.5675416986022
1.0,17.0,3.0,3.0,386.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,15.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0,50.64354130590963
1.0,4.0,2.0,4.0,237.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,199.6714330622407
0.0,15.0,3.0,7.0,605.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,168.90173078039038
0.0,8.0,2.0,3.0,485.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,49.54683857939874
0.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,2.0,33.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,434.91516861134664
3.0,8.0,2.0,4.0,367.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,12.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0,69.80402548658802
0.0,15.0,4.0,0.0,19.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,46.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,418.53043138217447
3.0,23.0,3.0,9.0,877.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,440.8006623179797
1.0,23.0,3.0,9.0,706.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0,269.88066612965196
0.0,15.0,1.0,0.0,302.0,4.0,2.0,3.0,2.0,0.0,1.0,1.0,21.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,134.6289916068034
3.0,17.0,4.0,3.0,653.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,31.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,217.17852843580488
1.0,13.0,4.0,0.0,78.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,17.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0,358.4470345277837
3.0,11.0,4.0,4.0,216.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,220.47506229712272
1.0,5.0,1.0,1.0,742.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,51.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0,307.7651044025309
0.0,8.0,2.0,4.0,36.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,400.73592197156694
1.0,13.0,0.0,3.0,588.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,14.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,151.6639909713843
3.0,17.0,2.0,9.0,713.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,35.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0,277.35532320551573
1.0,29.0,0.0,9.0,659.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,15.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0,223.24008407515475
1.0,19.0,2.0,9.0,669.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,17.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0,232.7400014683102
3.0,2.0,2.0,4.0,393.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,45.401397219342265
1.0,27.0,2.0,4.0,559.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,124.14267743221669
1.0,5.0,4.0,7.0,261.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,15.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0,175.68643241660828
3.0,2.0,4.0,4.0,226.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,210.86883759150405
1.0,8.0,2.0,3.0,98.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0,338.57062703336175
1.0,17.0,2.0,1.0,519.0,4.0,4.0,3.0,2.0,0.0,3.0,3.0,17.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0,82.84204845718969
1.0,13.0,3.0,3.0,699.0,0.0,4.0,3.0,0.0,0.0,2.0,3.0,21.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0,262.6674127764791
3.0,5.0,4.0,7.0,93.0,2.0,4.0,3.0,2.0,0.0,1.0,2.0,33.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,343.97813180186114
0.0,8.0,2.0,0.0,141.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,295.6010138991067
3.0,19.0,3.0,9.0,741.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,304.83085706932
0.0,8.0,2.0,8.0,83.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,353.7689545066325
3.0,8.0,4.0,0.0,259.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,19.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,177.5997548098385
3.0,8.0,4.0,3.0,357.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,24.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0,80.11363610722178
1.0,8.0,4.0,5.0,240.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,196.70658997909777
0.0,17.0,2.0,9.0,800.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,363.9278814686865
3.0,8.0,2.0,1.0,236.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,36.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,201.5317077925761
3.0,5.0,4.0,4.0,566.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,14.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0,129.96340118860738
3.0,23.0,2.0,4.0,658.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,26.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,222.07295325405065
2.0,21.0,3.0,9.0,348.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,47.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0,94.26775778833084
3.0,23.0,4.0,4.0,592.0,4.0,4.0,3.0,2.0,0.0,1.0,2.0,32.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,156.77536694058594
1.0,2.0,4.0,8.0,92.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,344.6841619423773
0.0,13.0,0.0,9.0,570.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,133.83307322653235
2.0,23.0,2.0,4.0,667.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,231.103111673654
0.0,17.0,2.0,3.0,557.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,121.17959472095386
3.0,6.0,2.0,0.0,218.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,45.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,220.5177698088478
1.0,8.0,2.0,4.0,25.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,411.5648020807493
0.0,8.0,2.0,7.0,150.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,286.76398071471186
3.0,8.0,2.0,4.0,45.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,391.49183306087866
3.0,17.0,3.0,9.0,550.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,113.89494195599136
3.0,11.0,2.0,1.0,718.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,281.6620898164194
3.0,23.0,0.0,6.0,493.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,58.08393741717024
0.0,8.0,2.0,3.0,847.0,0.0,4.0,3.0,2.0,0.0,3.0,3.0,34.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0,411.0482731498778
3.0,5.0,2.0,4.0,254.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,183.0778567999015
0.0,17.0,2.0,3.0,577.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,141.28067701367917
2.0,23.0,2.0,4.0,692.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,255.9295321734431
3.0,5.0,2.0,0.0,475.0,2.0,4.0,1.0,2.0,0.0,3.0,3.0,32.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,42.98539466060915
3.0,8.0,2.0,4.0,403.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,34.00022673025753
1.0,13.0,2.0,4.0,75.0,0.0,2.0,3.0,3.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,361.5609804926228
3.0,0.0,4.0,4.0,279.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0,158.20170123507907
0.0,17.0,2.0,4.0,327.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,11.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0,109.6423847883724
3.0,8.0,4.0,4.0,189.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,247.48740163047967
0.0,21.0,2.0,4.0,479.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,20.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,43.6352375848746
0.0,17.0,2.0,0.0,86.0,4.0,4.0,3.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,350.5215832647717
3.0,2.0,2.0,4.0,297.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,32.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,140.83561637425905
0.0,29.0,0.0,1.0,715.0,0.0,4.0,2.0,2.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0,279.27904540164883
3.0,8.0,4.0,9.0,144.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,292.635455930499
3.0,8.0,1.0,8.0,611.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,16.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,174.76982784401974
3.0,17.0,2.0,9.0,176.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,260.70019563926695
3.0,8.0,4.0,4.0,48.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,33.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,388.84734798646343
2.0,17.0,2.0,3.0,353.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,83.98376301718054
3.0,13.0,2.0,4.0,12.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,424.6219296196369
0.0,2.0,4.0,0.0,34.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,402.6276257899327
2.0,8.0,2.0,3.0,426.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,27.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,16.487106332940286
3.0,17.0,3.0,3.0,688.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,16.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,251.62314821125432
1.0,5.0,2.0,3.0,380.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,58.20207749158602
1.0,31.0,3.0,4.0,830.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,394.0830694583744
3.0,17.0,4.0,4.0,505.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,16.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,68.75561648248619
0.0,8.0,1.0,4.0,407.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0,30.79040913494377
3.0,11.0,2.0,1.0,656.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,219.96112052187283
3.0,7.0,4.0,4.0,136.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,38.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,301.32620001640186
0.0,8.0,2.0,3.0,304.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,132.78716107215322
0.0,17.0,2.0,4.0,300.0,0.0,4.0,3.0,1.0,0.0,3.0,2.0,36.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,137.9768097366571
0.0,13.0,4.0,0.0,750.0,0.0,4.0,1.0,2.0,0.0,3.0,3.0,17.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0,313.64219676321426
3.0,6.0,4.0,0.0,165.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,271.5750795458419
1.0,11.0,2.0,4.0,68.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,18.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0,368.4358070284159
3.0,23.0,4.0,9.0,787.0,4.0,4.0,3.0,2.0,0.0,3.0,0.0,17.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,350.7957919774995
3.0,17.0,2.0,4.0,273.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,19.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,163.5032853550682
3.0,17.0,2.0,4.0,106.0,4.0,4.0,3.0,2.0,0.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,330.60039808738225
3.0,13.0,2.0,0.0,500.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,63.854221867952944
3.0,8.0,4.0,3.0,231.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,18.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,205.5169067259308
1.0,29.0,2.0,4.0,563.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,127.75155364355206
3.0,5.0,2.0,4.0,507.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,71.23792217940775
3.0,13.0,4.0,4.0,461.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,26.298787152315455
0.0,8.0,2.0,3.0,177.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,30.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,259.8963425420008
3.0,2.0,2.0,3.0,716.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,279.86287536414557
3.0,17.0,2.0,4.0,346.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,90.7114148469249
3.0,11.0,4.0,1.0,597.0,3.0,4.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,161.11421918793917
3.0,8.0,2.0,3.0,291.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,31.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,146.32664239751503
2.0,13.0,1.0,4.0,245.0,4.0,3.0,3.0,2.0,0.0,3.0,2.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,191.9841998489721
3.0,11.0,4.0,3.0,267.0,4.0,4.0,3.0,2.0,0.0,3.0,1.0,44.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,171.8070139094121
1.0,17.0,4.0,0.0,665.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,18.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,228.6731352566532
0.0,29.0,2.0,1.0,727.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,291.15935255795284
1.0,29.0,3.0,2.0,836.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,12.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0,399.9296467349559
1.0,8.0,2.0,4.0,123.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,30.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,313.796230057332
0.0,17.0,3.0,4.0,108.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,29.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,328.71242770377097
3.0,8.0,2.0,9.0,121.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0,315.648091699534
1.0,23.0,2.0,1.0,874.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,9.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0,437.76974067826
0.0,17.0,4.0,1.0,795.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,25.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0,358.75795199944525
2.0,26.0,4.0,1.0,729.0,0.0,4.0,3.0,2.0,0.0,3.0,3.0,37.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,293.6523314719419
3.0,29.0,4.0,9.0,838.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,27.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0,402.1159211060297
1.0,29.0,2.0,3.0,880.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,443.9608679760533
3.0,8.0,2.0,1.0,719.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,283.0788775106251
3.0,6.0,2.0,0.0,186.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,26.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,250.7874825379909
3.0,13.0,2.0,3.0,477.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,24.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,41.49723238785555
1.0,15.0,4.0,3.0,513.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,76.71668852571722
3.0,2.0,2.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,402.0710621856997
1.0,23.0,0.0,4.0,655.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,218.9482470075209
2.0,17.0,4.0,0.0,209.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,227.51636921915463
0.0,6.0,4.0,0.0,111.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,30.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,325.83547270358497
3.0,2.0,2.0,3.0,278.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,158.87778902308813
3.0,21.0,2.0,1.0,730.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,293.92435686083655
0.0,8.0,2.0,4.0,50.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,14.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,386.4698473229604
1.0,4.0,2.0,3.0,167.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,269.8074009267515
1.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,435.7062217936518
1.0,29.0,2.0,2.0,753.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,21.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,317.0582985566396
3.0,17.0,2.0,3.0,757.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,320.7727192609381
2.0,17.0,2.0,3.0,649.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,212.819842561625
1.0,8.0,2.0,0.0,40.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,396.5967404459741
2.0,0.0,2.0,0.0,258.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,179.10384455023424
0.0,23.0,1.0,3.0,514.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,78.366376515693
0.0,8.0,2.0,3.0,46.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,19.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,390.47566863990846
1.0,17.0,2.0,3.0,701.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,29.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,264.97383671081934
3.0,8.0,4.0,7.0,44.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,392.4852988767339
