Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,target,cluster,distance
2.0,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11,0,0.9922957425747112
2.0,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9,0,1.0256120680199388
2.0,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10,0,0.1967507249738746
2.0,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11,0,0.9819760330841972
2.0,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8,0,2.0333178033187704
2.0,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11,0,1.1005063435306417
2.0,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,0,0.5551258893812642
2.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10,0,0.3062750457570893
2.0,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8,0,2.045935606529253
2.0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8,0,2.0277528273698056
2.0,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9,0,1.0319146742388254
2.0,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10,0,0.2374972174992546
2.0,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11,0,1.0205805040488598
2.0,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11,0,1.00238843074466
2.0,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11,0,1.1613470378585486
2.0,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8,0,2.0989798776191426
2.0,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9,0,1.1863161285086847
2.0,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11,0,1.0236560212308623
2.0,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10,0,0.630792690517645
2.0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10,0,0.3969466617740412
2.0,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13,0,2.9856971705556226
2.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14,0,3.978828615919683
2.0,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9,0,1.2514026104235494
2.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7,0,3.067869300865953
2.0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9,0,1.1132214485422136
2.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10,0,0.232078177951713
2.0,0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9,0,1.052291137243379
2.0,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15,0,4.982837583213056
2.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15,0,4.980671650528516
2.0,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15,0,4.980308638982006
2.0,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10,0,0.1615428532066717
2.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13,0,2.991340290752881
2.0,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6,0,4.133467594408093
2.0,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9,0,1.259593973241182
2.0,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8,0,2.2195359284924745
2.0,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11,0,1.12347000811948
2.0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10,0,0.3898888494643822
2.0,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11,0,0.985902158365358
2.0,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7,0,3.0243086838301974
2.0,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13,0,3.003913615418661
2.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11,0,1.171021284301152
2.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9,0,1.4236556112984442
2.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,0,1.9798328595317984
2.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16,0,6.004879673645388
2.0,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,0,0.7511913989907668
2.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16,0,5.995647508296366
2.0,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,0,1.096660399333368
2.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,0,1.352698650975213
2.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18,0,7.980409919840193
2.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,0,2.049870743286182
2.0,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,0,5.993623874414281
2.0,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11,0,0.9819068353240474
2.0,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,0,2.121035165677744
2.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,0,3.0048931461509096
2.0,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,0,4.004903410935001
2.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18,0,7.980186228258343
2.0,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,0,4.015295170789064
2.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15,0,4.981680116492636
2.0,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,0,4.018489803512054
2.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,0,5.003563059574267
2.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,0,2.982326483893788
2.0,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,0,0.983436313668722
2.0,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,0,4.154695817525661
2.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12,0,2.031432359868184
2.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,0,1.1033023547054
2.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,0,3.0851882799979355
2.0,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18,0,7.992946416241024
2.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17,0,6.979316064702259
2.0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,0,4.020203311178164
2.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,0,1.2556998166691509
2.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,0,6.985064934742621
2.0,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,0,1.193388178866185
2.0,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12,0,2.096664971058912
2.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,0,2.07637736713704
2.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12,0,2.02441400217153
2.0,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11,0,1.0127042404017472
2.0,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,0,0.994699198657806
2.0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12,0,2.0101679895186244
2.0,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,0,4.990889320156767
2.0,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,0,1.078935517800164
2.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,0,2.9835583896119227
2.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,0,3.990345020403834
2.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,0,6.983524133629826
2.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,0,5.98123452439517
2.0,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,0,5.147146218651642
2.0,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,0,1.2883573951994542
2.0,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,0,1.4250113672928106
2.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,0,6.016355497985097
2.0,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,0,3.232660883980019
2.0,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,0,6.15244537449124
2.0,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,0,1.0294902026036552
2.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,0,4.058406718263864
2.0,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,0,1.296501266778838
2.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,0,5.144113398409556
2.0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,0,1.328389153201578
2.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,0,1.332268182451261
2.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,0,1.4186782800258573
2.0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,0,5.148439718946614
2.0,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,0,2.094046662765824
2.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,0,1.0380465279339095
2.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,0,2.2703079558847667
2.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,0,4.9966510840790335
2.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,0,3.99399940503264
2.0,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,0,2.982374610645398
2.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,0,7.981049055351689
2.0,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,0,3.0728521185858657
2.0,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,0,5.981347085726091
2.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,0,0.1310811262898434
2.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,0,2.9810933878502657
2.0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,0,0.099536432279216
2.0,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,0,2.979670911834857
2.0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,0,1.400231403717128
2.0,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,0,0.2291884954601298
2.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,0,7.989897700316568
2.0,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,0,3.029728977862114
2.0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,0,2.2349106447564577
2.0,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,0,1.097984032261088
2.0,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,0,3.0251044123330315
2.0,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,0,1.0227975383967445
2.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,0,2.030673412943685
2.0,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,0,0.9839322506672932
2.0,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,0,1.0236061773228715
2.0,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,0,0.4151384873043544
2.0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,0,3.1578514807755163
2.0,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,0,3.431130821576328
2.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,0,2.070372848759674
2.0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,0,3.0533132615759366
2.0,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,0,3.031932845899304
2.0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,0,2.026817381914017
2.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,0,1.0315864390362992
2.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,0,2.074887728112574
2.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,0,1.0329766499244375
2.0,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,0,1.0953210592033558
2.0,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,0,0.3890054126786558
2.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,0,1.1421763953374786
2.0,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,0,0.5278694921743265
2.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,0,1.3220583880686527
2.0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,0,0.3076436003005491
2.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,0,2.0225414359836136
2.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,0,2.0303515701776904
2.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,0,2.032084552472879
2.0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,0,2.04223727698121
2.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,0,2.028582017605641
2.0,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,0,0.1176247279272571
2.0,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,0,2.024030339340386
2.0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,0,1.9859355219266697
2.0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,0,0.2330660673775084
2.0,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,0,0.1082198618505876
2.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,0,1.0484877606096483
2.0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,0,1.1616979059753194
2.0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,0,1.1367122240241867
2.0,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,0,0.7735643028771051
2.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,0,1.1737813254834315
2.0,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,0,0.8808724079272294
2.0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,0,3.0990787095543517
2.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,0,2.0906621546145225
2.0,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,0,2.0419107969689128
2.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,0,0.2546166757656053
2.0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,0,1.0340955612754086
2.0,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,0,1.0278566425133009
2.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,0,2.024403609842756
2.0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,0,0.9975038428162628
2.0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,0,1.0391935008601747
2.0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,0,1.0026228374449142
2.0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,0,1.0583071074455983
2.0,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,0,0.4339634576183464
2.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,0,2.037590901636786
2.0,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,0,1.1117586579051515
2.0,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,0,1.115786210941634
2.0,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,0,1.229802777201156
2.0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,0,0.3271563559822687
2.0,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,0,1.1704773208203287
2.0,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,0,2.0951736029336363
2.0,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,0,2.0629893129430754
2.0,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,0,3.031223079878902
2.0,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,0,1.035974491337858
2.0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,0,0.1627944334910667
2.0,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,0,0.9819553564796076
2.0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,0,1.1451057363743795
2.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,0,3.993409653842996
2.0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,0,1.0270124831958185
2.0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,0,1.0724934647665136
2.0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,0,0.3196580293550281
2.0,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,0,0.6724513811615707
2.0,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,0,0.6788600606668234
2.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,0,1.053905405438566
2.0,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,0,1.0617197142255157
2.0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,0,3.040048422323482
2.0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,0,1.0698293215210697
2.0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,0,2.022478359995047
2.0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0,0.0470347334468005
2.0,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,0,0.9890266862737024
2.0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,0,0.1106503100697754
2.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,0,1.0148231262256977
2.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,0,1.0887856637742348
2.0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,0,0.1323087545364697
2.0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,0,0.1028548023461324
2.0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,0,2.9943071735521865
2.0,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,0,2.0515472551434035
2.0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,0,1.0619370557303596
2.0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,0,1.0369245957122013
2.0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,0,0.241042791718213
2.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,0,3.0233623960958504
2.0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,0,1.988582049432768
2.0,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,0,1.0652411154557664
2.0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,0,0.2790603120547338
2.0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,0,1.013308948945986
2.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,0,1.1720179028079956
2.0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,0,1.0259222000826511
2.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,0,1.103073458508698
2.0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,0,1.117854174339509
2.0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,0,1.125216630635537
2.0,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,0,1.0297978472605729
2.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,0,3.036819655944154
2.0,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,0,1.0936757972042004
2.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,0,1.118557883050766
2.0,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,0,0.1488329325346266
2.0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,0,0.1964942917248207
2.0,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,0,1.02326601380496
2.0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,0,0.2632191328818233
2.0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,0,1.0343005272525094
2.0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,0,1.0588542315540337
2.0,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,0,1.086028804903841
2.0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,0,0.397566888363105
2.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,0,0.1979102159054577
2.0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,0,1.0365196190273918
2.0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,0,1.0264924125415045
2.0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,0,2.0350339423826567
2.0,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,0,1.0249719170929876
2.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,0,0.2043131959519047
2.0,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,0,0.2434022347831173
2.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,0,0.0876061327286484
2.0,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,0,1.0234577553072928
2.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,0,1.0414073568698503
2.0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,0,0.2889369609633826
2.0,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12,0,1.982388177695543
2.0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,0,0.5393168878430357
2.0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,0,2.079468873070023
2.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,0,1.2846847840966351
2.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,0,0.4585413764371464
2.0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,0,1.037038651765122
2.0,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,0,2.100585157763974
2.0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,0,2.0902456844445805
2.0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,0,1.0418104713792866
2.0,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,0,2.025109403551874
2.0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,0,0.1650755504788937
2.0,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,0,0.0643928280359952
2.0,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,0,3.025751678045861
2.0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,0,0.9982594245974488
2.0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,0,1.2691953985779136
2.0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,0,1.169511227354527
2.0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,0,4.005349059105234
2.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,0,1.008086573528657
2.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,0,4.137017922753364
2.0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,0,1.293388780735659
2.0,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,0,2.0391544883065778
2.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,0,1.081477201420042
2.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,0,5.978714006683135
2.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,0,3.9822689478089033
2.0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,0,1.208498617262133
2.0,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,0,1.1802758945708425
2.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,0,4.101323367890189
2.0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,0,0.284513130527193
2.0,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,0,1.9995104874092104
2.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,0,2.1376802144637286
2.0,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,0,5.994613706574468
2.0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,0,0.4406510492307059
2.0,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,0,4.988392312950487
2.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,0,1.4816710632907828
2.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,0,5.983248837984658
2.0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,0,0.6449588588634563
2.0,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,0,0.2827275256195712
2.0,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12,0,1.996366513006951
2.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16,0,5.98811552077603
2.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,0,2.0297388382158683
2.0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,0,4.087398793979555
2.0,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,0,5.020599005956078
2.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,0,5.982981851341055
2.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6,0,4.134411635385336
2.0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,0,6.136384502369268
2.0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,0,3.047194028822916
2.0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,0,2.2969452707324587
2.0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,0,0.9525595617124368
2.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,0,2.1741592930844025
2.0,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,0,1.031225517469253
2.0,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,0,2.9999629921587374
2.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,0,3.983852621295143
2.0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,0,1.0696042321696202
2.0,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,0,3.981699483606024
2.0,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,0,2.9927697374704065
2.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16,0,5.999248031765118
2.0,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,0,3.068788910985121
2.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,0,1.3080181511731137
2.0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10,0,1.393030706700914
2.0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,0,2.150914188464954
2.0,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,0,2.081970695546724
2.0,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6,0,4.048794554124468
2.0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8,0,2.022304658998422
2.0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10,0,0.3094781853701394
2.0,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11,0,1.0042279620684589
2.0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8,0,2.0679690429308586
2.0,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10,0,0.6739037156889246
