Gender,Age,City,Salary
2.0,35,8.0,51183
0.0,42,4.0,24039
1.0,26,6.0,36544
0.0,44,9.0,96794
0.0,30,8.0,63883
0.0,59,1.0,59803
0.0,51,5.0,117290
1.0,33,9.0,192765
1.0,58,2.0,155257
1.0,52,5.0,199277
2.0,19,8.0,151590
0.0,42,4.0,79537
2.0,63,0.0,183171
2.0,40,0.0,83799
2.0,48,8.0,87961
1.0,52,8.0,72271
1.0,49,3.0,35143
0.0,40,5.0,23011
1.0,54,4.0,112996
1.0,50,5.0,159886
2.0,38,3.0,154090
1.0,42,8.0,138699
0.0,35,5.0,50262
0.0,29,9.0,24288
2.0,19,5.0,104589
1.0,38,2.0,11000
