Gender,Age,City,Salary,cluster
0.0,22,2.0,20042,0
1.0,39,9.0,46443,0
1.0,24,9.0,20201,0
2.0,53,4.0,38013,0
1.0,61,3.0,31506,0
0.0,42,5.0,60458,0
1.0,36,2.0,56926,0
2.0,34,8.0,36274,0
2.0,64,3.0,34917,0
2.0,60,0.0,35864,0
1.0,56,1.0,58098,0
1.0,27,5.0,30579,0
1.0,39,5.0,63116,0
2.0,23,4.0,26870,0
0.0,55,0.0,37356,0
0.0,60,8.0,40544,0
2.0,27,2.0,34067,0
2.0,40,9.0,58639,0
2.0,37,2.0,68602,0
2.0,59,4.0,40483,0
0.0,62,5.0,38888,0
1.0,60,2.0,57066,0
1.0,43,6.0,47552,0
0.0,26,1.0,39364,0
1.0,56,9.0,42216,0
0.0,63,0.0,33912,0
1.0,23,6.0,28225,0
0.0,37,6.0,67063,0
1.0,53,6.0,59554,0
2.0,42,8.0,46725,0
2.0,59,9.0,35876,0
1.0,39,8.0,52313,0
0.0,26,8.0,43178,0
1.0,60,1.0,46900,0
1.0,62,6.0,31504,0
2.0,65,8.0,43137,0
0.0,61,1.0,32258,0
2.0,51,3.0,58737,0
1.0,23,1.0,27620,0
2.0,59,3.0,58378,0
0.0,60,7.0,39250,0
1.0,45,3.0,55180,0
1.0,50,3.0,40724,0
2.0,41,4.0,47830,0
0.0,19,8.0,29061,0
0.0,41,2.0,59966,0
0.0,37,7.0,45261,0
0.0,29,8.0,36044,0
0.0,31,3.0,33287,0
1.0,39,2.0,54554,0
1.0,49,1.0,63474,0
0.0,30,6.0,42853,0
0.0,32,9.0,34979,0
1.0,26,3.0,42117,0
1.0,27,5.0,40202,0
0.0,22,5.0,23974,0
0.0,36,6.0,60201,0
1.0,24,6.0,26033,0
2.0,50,3.0,49388,0
2.0,52,3.0,46166,0
2.0,65,1.0,55316,0
1.0,51,1.0,55424,0
1.0,20,4.0,23201,0
1.0,60,3.0,54001,0
2.0,39,3.0,62909,0
0.0,57,1.0,54919,0
1.0,26,0.0,43041,0
1.0,56,1.0,38032,0
1.0,42,0.0,49933,0
0.0,37,2.0,158255,0
1.0,34,3.0,37291,0
2.0,19,3.0,46868,0
0.0,43,6.0,96813,0
2.0,46,1.0,30396,0
2.0,53,9.0,72389,0
1.0,65,5.0,100914,0
0.0,53,2.0,93759,0
1.0,33,8.0,54010,0
0.0,47,2.0,33258,0
1.0,18,3.0,98014,0
1.0,21,2.0,127081,0
2.0,32,5.0,12987,0
1.0,26,4.0,79523,0
0.0,30,9.0,64967,0
0.0,43,8.0,75415,0
1.0,61,2.0,27771,0
2.0,58,5.0,101876,0
0.0,59,9.0,77281,0
1.0,23,9.0,38320,0
1.0,55,3.0,10335,0
2.0,34,9.0,22621,0
0.0,22,5.0,111171,0
0.0,22,8.0,120009,0
0.0,30,5.0,53604,0
2.0,59,2.0,118532,0
2.0,26,1.0,109277,0
1.0,23,0.0,102073,0
1.0,25,6.0,108395,0
2.0,20,3.0,36588,0
0.0,47,7.0,135695,0
1.0,45,2.0,69135,0
0.0,64,3.0,52639,0
2.0,43,1.0,128302,0
1.0,49,6.0,29322,0
1.0,19,3.0,18758,0
0.0,42,9.0,87308,0
0.0,61,5.0,15263,0
0.0,45,2.0,93549,0
0.0,29,8.0,78453,0
2.0,40,9.0,37453,0
2.0,31,8.0,29451,0
0.0,29,9.0,99602,0
0.0,35,3.0,54592,0
0.0,35,3.0,108424,0
0.0,46,8.0,52180,0
1.0,27,5.0,29661,0
1.0,57,7.0,34406,0
1.0,57,1.0,98591,0
1.0,49,5.0,18124,0
0.0,44,7.0,123068,0
0.0,48,0.0,53253,0
1.0,23,8.0,123823,0
2.0,35,8.0,51183,0
0.0,42,4.0,24039,0
1.0,26,6.0,36544,0
0.0,44,9.0,96794,0
0.0,30,8.0,63883,0
0.0,59,1.0,59803,0
0.0,51,5.0,117290,0
0.0,42,4.0,79537,0
2.0,40,0.0,83799,0
2.0,48,8.0,87961,0
1.0,52,8.0,72271,0
1.0,49,3.0,35143,0
0.0,40,5.0,23011,0
1.0,54,4.0,112996,0
0.0,35,5.0,50262,0
0.0,29,9.0,24288,0
2.0,19,5.0,104589,0
1.0,38,2.0,11000,0
